PAD_NONE,0
PAD_PULLDOWN,1
PAD_PULLUP,2
PAD_KEEPER,3
,
PAD_C_GPIO_BASE,0
PAD_JGPIO_BASE,32
PAD_PGPIO_BASE,64
PAD_DGPIO_BASE,192
PAD_EGPIO_BASE,256
PAD_SGPIO_BASE,320
PAD_BGPIO_BASE,512
,
PAD_DS_CGPIO_BASE,640
PAD_DS_JGPIO_BASE,704
PAD_DS_PGPIO_BASE,768
PAD_DS_DGPIO_BASE,1024
PAD_DS_EGPIO_BASE,1152
PAD_DS_SGPIO_BASE,1280
PAD_DS_BGPIO_BASE,1792
PAD_PIN_NOT_EXIST,64
PAD_PIN_CGPIO0 ,0
PAD_PIN_CGPIO1 ,2
PAD_PIN_CGPIO2 ,4
PAD_PIN_CGPIO3 ,6
PAD_PIN_CGPIO4 ,8
PAD_PIN_CGPIO5 ,10
PAD_PIN_CGPIO6 ,12
PAD_PIN_CGPIO7 ,14
PAD_PIN_CGPIO8 ,16
PAD_PIN_CGPIO9 ,18
PAD_PIN_CGPIO10,20
PAD_PIN_CGPIO11,22
PAD_PIN_CGPIO12,24
PAD_PIN_CGPIO13,26
,
PAD_PIN_JGPIO0 ,32
PAD_PIN_JGPIO1 ,34
PAD_PIN_JGPIO2 ,36
PAD_PIN_JGPIO3 ,38
PAD_PIN_JGPIO4 ,40
PAD_PIN_JGPIO5 ,42
,
,
PAD_PIN_PGPIO0 ,64
PAD_PIN_PGPIO1 ,66
PAD_PIN_PGPIO2 ,68
PAD_PIN_PGPIO3 ,70
PAD_PIN_PGPIO4 ,72
PAD_PIN_PGPIO5 ,74
PAD_PIN_PGPIO6 ,76
PAD_PIN_PGPIO7 ,78
PAD_PIN_PGPIO8 ,80
PAD_PIN_PGPIO9 ,82
PAD_PIN_PGPIO10,84
PAD_PIN_PGPIO11,86
PAD_PIN_PGPIO12,88
PAD_PIN_PGPIO13,90
PAD_PIN_PGPIO14,92
PAD_PIN_PGPIO15,94
PAD_PIN_PGPIO16,96
PAD_PIN_PGPIO17,98
PAD_PIN_PGPIO18,100
PAD_PIN_PGPIO19,102
PAD_PIN_PGPIO20,104
PAD_PIN_PGPIO21,106
PAD_PIN_PGPIO22,108
PAD_PIN_PGPIO23,110
PAD_PIN_PGPIO24,112
PAD_PIN_PGPIO25,114
PAD_PIN_PGPIO26,116
PAD_PIN_PGPIO27,118
PAD_PIN_PGPIO28,120
PAD_PIN_PGPIO29,122
PAD_PIN_PGPIO30,124
PAD_PIN_PGPIO31,126
PAD_PIN_PGPIO32,128
PAD_PIN_PGPIO33,130
PAD_PIN_PGPIO34,132
PAD_PIN_PGPIO35,134
PAD_PIN_PGPIO36,136
PAD_PIN_PGPIO37,138
PAD_PIN_PGPIO38,140
PAD_PIN_PGPIO39,142
PAD_PIN_PGPIO40,144
PAD_PIN_PGPIO41,146
PAD_PIN_PGPIO42,148
PAD_PIN_PGPIO43,150
PAD_PIN_PGPIO44,152
,
PAD_PIN_DGPIO0 ,192
PAD_PIN_DGPIO1 ,194
PAD_PIN_DGPIO2 ,196
PAD_PIN_DGPIO3 ,198
PAD_PIN_DGPIO4 ,200
PAD_PIN_DGPIO5 ,202
PAD_PIN_DGPIO6 ,204
PAD_PIN_DGPIO7 ,206
PAD_PIN_DGPIO8 ,208
PAD_PIN_DGPIO9 ,210
PAD_PIN_DGPIO10,212
PAD_PIN_DGPIO11,214
,
PAD_PIN_EGPIO0 ,256
PAD_PIN_EGPIO1 ,258
PAD_PIN_EGPIO2 ,260
PAD_PIN_EGPIO3 ,262
PAD_PIN_EGPIO4 ,264
PAD_PIN_EGPIO5 ,266
PAD_PIN_EGPIO6 ,268
PAD_PIN_EGPIO7 ,270
PAD_PIN_EGPIO8 ,272
PAD_PIN_EGPIO9 ,274
PAD_PIN_EGPIO10,276
PAD_PIN_EGPIO11,278
PAD_PIN_EGPIO12,280
PAD_PIN_EGPIO13,282
PAD_PIN_EGPIO14,284
PAD_PIN_EGPIO15,286
PAD_PIN_EGPIO16,288
PAD_PIN_EGPIO17,290
PAD_PIN_EGPIO18,292
PAD_PIN_EGPIO19,294
PAD_PIN_EGPIO20,296
PAD_PIN_EGPIO21,298
PAD_PIN_EGPIO22,300
PAD_PIN_EGPIO23,302
PAD_PIN_EGPIO24,304
PAD_PIN_EGPIO25,306
PAD_PIN_EGPIO26,308
PAD_PIN_EGPIO27,310
PAD_PIN_EGPIO28,312
PAD_PIN_EGPIO29,314
PAD_PIN_EGPIO30,316
PAD_PIN_EGPIO31,318
,
PAD_PIN_SGPIO0 ,320
PAD_PIN_SGPIO1 ,322
PAD_PIN_SGPIO2 ,324
PAD_PIN_SGPIO3 ,326
PAD_PIN_SGPIO4 ,328
PAD_PIN_SGPIO5 ,330
PAD_PIN_SGPIO6 ,332
PAD_PIN_SGPIO7 ,334
PAD_PIN_SGPIO8 ,336
PAD_PIN_SGPIO9 ,338
PAD_PIN_SGPIO10,340
PAD_PIN_SGPIO11,342
PAD_PIN_SGPIO12,344
PAD_PIN_SGPIO13,346
PAD_PIN_SGPIO14,348
PAD_PIN_SGPIO15,350
PAD_PIN_SGPIO16,352
PAD_PIN_SGPIO17,354
PAD_PIN_SGPIO18,356
PAD_PIN_SGPIO19,358
PAD_PIN_SGPIO20,360
PAD_PIN_SGPIO21,362
PAD_PIN_SGPIO22,364
PAD_PIN_SGPIO23,366
PAD_PIN_SGPIO24,368
PAD_PIN_SGPIO25,370
PAD_PIN_SGPIO26,372
PAD_PIN_SGPIO27,374
PAD_PIN_SGPIO28,376
PAD_PIN_SGPIO29,378
PAD_PIN_SGPIO30,380
PAD_PIN_SGPIO31,382
PAD_PIN_SGPIO32,384
PAD_PIN_SGPIO33,386
PAD_PIN_SGPIO34,388
PAD_PIN_SGPIO35,390
PAD_PIN_SGPIO36,392
PAD_PIN_SGPIO37,394
PAD_PIN_SGPIO38,396
PAD_PIN_SGPIO39,398
PAD_PIN_SGPIO40,400
